r,numerical_phi,pinn_phi
6.496328990472147,-0.5545544725249759,1.0302469
6.4996393077776515,-0.5596014388220176,1.0305516
6.519612595026006,-0.5890436419115137,1.0323822
6.576128923003433,-0.6622399630070163,1.0374904
6.58693631618945,-0.6744105004321075,1.038455
6.59984046034179,-0.6881306318213025,1.0396024
6.601973767177313,-0.6903124065200734,1.0397915
6.62522284353982,-0.7124655227253879,1.041843
6.635017691080558,-0.7208917048363293,1.0427022
6.721355474058786,-0.7707600346046631,1.0501443
6.725184560770384,-0.771925823013221,1.0504692
6.775643618422825,-0.7787785876256033,1.0547063
6.830067734163569,-0.768372870703617,1.0591917
6.842330265121569,-0.763493825932309,1.0601897
6.90937738102466,-0.7207736251422157,1.0655732
6.918951976926932,-0.7125198364077328,1.0663316
6.957486889846171,-0.6741160676455347,1.0693579
6.95974206093698,-0.6716180243962926,1.069533
6.96029796674973,-0.6709980940051141,1.0695767
6.967371653641506,-0.6629670696106045,1.0701269
6.97015740995268,-0.6597321771836872,1.0703433
7.009691314591199,-0.6095777383402707,1.0733913
7.019668772577034,-0.5957146357442775,1.0741541
7.024840839871093,-0.5883456889408498,1.0745486
7.030189588951778,-0.580596244758677,1.0749555
7.036578593800237,-0.5711707521573037,1.0754406
7.062422271564962,-0.5312375395410559,1.0773919
7.068573438476172,-0.521323192767915,1.0778534
7.080725777960454,-0.5012964009680086,1.0787632
7.121792213475358,-0.42961990527321536,1.0818083
7.13244787222995,-0.4101037150766711,1.082591
7.145959227000623,-0.3848702260782086,1.0835798
7.224521152615053,-0.2294594032624766,1.089237
7.259556788702394,-0.1568561374239299,1.0917108
7.260913337226615,-0.15402125289845647,1.091806
7.282163486118596,-0.10946728536081274,1.0932909
7.2900716804098735,-0.0928383692089707,1.0938411
7.29606178338064,-0.08023435230098619,1.0942566
7.319939418114051,-0.030004403692533654,1.0959048
7.350710438038858,0.03438295660387214,1.0980089
7.378969166957685,0.09274702304036186,1.099922
7.407686177542044,0.15085448281209143,1.1018463
7.460448792654233,0.25297803951444137,1.1053348
7.464914051180242,0.26128616552059486,1.1056272
7.506147516408584,0.3350261247978239,1.108306
7.508710677914974,0.3394180864128701,1.1084716
7.5237452943768,0.36468757338442637,1.1094381
7.533781852589416,0.3810711772940442,1.1100804
7.545428740846823,0.3995738737561922,1.1108236
7.555511385430487,0.41513309353730055,1.1114649
7.578461104643691,0.4488853140857956,1.112915
7.607850486168974,0.4885280772045434,1.1147568
7.615106317174723,0.4976643943469238,1.1152081
7.616196153287175,0.4990137586901836,1.1152762
7.699935530986108,0.5836912692789593,1.1204112
7.70967179954561,0.5909748553504953,1.1209984
7.712703466859457,0.5931290967430751,1.1211814
7.722447692966574,0.5996844990980543,1.121767
7.7513282336111455,0.6157672387127271,1.1234922
7.764129607419968,0.6212729466904119,1.1242514
7.771469159274368,0.6239750481357397,1.1246853
7.798755458576238,0.6310929628654981,1.1262897
7.851759613930136,0.631631587118859,1.1293646
7.896181427945539,0.6185896568194698,1.1319013
7.915790437258485,0.6089725348399089,1.1330093
7.948113035416484,0.5880742055764651,1.1348207
7.9518619476870365,0.5852508618497907,1.1350292
7.95792669436101,0.58051034726912,1.1353667
7.9829517896677515,0.5587198491570611,1.1367517
8.021969807540398,0.5178253231145635,1.1388886
8.034809303848485,0.5026037515191975,1.139586
8.036720768991145,0.5002655167624175,1.1396897
8.06834739267264,0.4589557178813369,1.1413941
8.074401551640625,0.45050178404318625,1.1417183
8.08120379564417,0.44080182774337295,1.1420821
8.08397348116461,0.4367920992617983,1.1422299
8.093611554785136,0.4225724238867097,1.1427433
8.101133946791808,0.41119223955934675,1.143143
8.127995672575025,0.36863082669050873,1.1445618
8.144684825889358,0.3407620300475188,1.1454377
8.154614284548341,0.3236976862884562,1.1459566
8.172222002012159,0.29260618920324954,1.1468725
8.18014765922493,0.2782829971857129,1.1472831
8.218600592903563,0.20621014276537958,1.1492604
8.226005606596583,0.1918905464095576,1.1496387
8.264574661077416,0.11544019210756828,1.1515934
8.287375091519294,0.06905888642120794,1.1527381
8.324426408004218,-0.007530958444581071,1.1545808
8.35302495589238,-0.0671674560336033,1.1559883
8.359801205122059,-0.08131037010343767,1.1563203
8.448753109694545,-0.26412475564292515,1.16061
8.49223410494178,-0.3490358510574618,1.1626644
8.511366715168569,-0.3849555615666354,1.1635598
8.530094554673601,-0.4190928796582503,1.1644311
8.554605840110073,-0.4620627474094202,1.1655638
8.564898411883222,-0.47947793949803347,1.166037
8.584127518430119,-0.510940224272874,1.1669168
8.607305832563434,-0.5468791389454787,1.1679707
8.631034258755935,-0.581252925621886,1.1690421
8.661761457749352,-0.6218499103333031,1.1704177
8.670723185801037,-0.6328126424146571,1.1708165
8.685991281894603,-0.650539215660164,1.1714934
8.714605901877178,-0.6804216576756736,1.1727538
8.77339353380981,-0.7273686774684951,1.1753094
8.773730719279554,-0.7275796947277747,1.175324
8.77472013527053,-0.728194970733807,1.1753669
8.870864242651173,-0.7594373650073848,1.179449
8.872127425763265,-0.7594657553038267,1.1795017
8.877041827582998,-0.7594811402747502,1.1797072
8.900053418175663,-0.7575415501411786,1.1806653
8.902637838909163,-0.7571168640790136,1.1807725
8.911431136980712,-0.7553597523092024,1.1811365
8.920465551771134,-0.7530529402456606,1.1815097
8.925589984899778,-0.7515187373020317,1.1817211
8.948273504276488,-0.7427790431580273,1.1826521
8.955232284962005,-0.7394648403097861,1.1829364
8.960912999234932,-0.7365406470638747,1.1831682
8.971102599525771,-0.7308057667432395,1.1835825
8.972157579533267,-0.7301762471453696,1.1836256
8.985541885270793,-0.7216113315986024,1.1841682
9.004180571633304,-0.7079172967437581,1.1849205
9.01158010490989,-0.7019186255212829,1.1852179
9.025529066795666,-0.6897557405032276,1.1857767
9.053506419560637,-0.6620712121539127,1.186891
9.053819764192637,-0.6617368254571325,1.1869032
